epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate
1,0.29932027294238406,0.24262302726507187,0.8953888888888889,0.9133333333333333,0.0001
2,0.18415725871534258,0.21095354717969894,0.9342777777777778,0.9278333333333333,0.0001
3,0.13944710523386797,0.20779101062814395,0.9496296296296296,0.927,0.0001
4,0.10702277606311772,0.19287407636642456,0.9618703703703704,0.932,0.0001
5,0.08231667058721737,0.2077373631298542,0.9715185185185186,0.9275,0.0001
