epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate
1,0.6082199220922259,0.44470009406407673,0.7899814814814815,0.8383333333333334,0.001
2,0.49065093915550795,0.4343137088219325,0.8258333333333333,0.8423333333333334,0.001
3,0.485104784766833,0.4068876216014226,0.8272037037037037,0.8556666666666667,0.001
4,0.47965137870223434,0.4019256230195363,0.8298518518518518,0.8528333333333333,0.001
5,0.47938070743172256,0.40203477652867636,0.8298888888888889,0.8535,0.001
